NomeCompleto;DataNascimento;CPF;Município;Logradouro;Nro;Complemento;Bairro;TelefoneCelular;PossuiPet
ARÃO GONZAGA DOS SANTOS;21/05/1994;11111111520;São Paulo;RUA LAVRINHA;18;;VL JARAGUA;11903629224;N
CLAUDIO JOSE GOULART;14/07/1972;11111111730;São Paulo;RUA ESTANISLAU MONIUSKO;1069;;VL JOANISA;11961602973;S
DOUGLAS MELO DE SOUSA;22/08/1971;11111111868;São Paulo;RUA ALIANCA LIBERAL;603;;VL LEOPOLDINA;11999175177;S
CLAUDIO HOMEM DA SILVA;13/12/1980;11111111732;São Paulo;RUA VALENTIM MAGALHAES;300;;VL LESTE;11962223013;S
BALDASSARE PERUZZI;04/02/1969;11111111172;São Paulo;RUA MOURATO COELHO;S/N;;VL MADALENA;11979896184;S
CARNÉADES DE SOUZA;19/04/1958;11111111135;São Paulo;RUA TIBURNO;S/N;;VL MALVINA;11963543644;S
DOMENICO GHIRLANDAIO;18/09/1953;11111111200;São Paulo;PC HAROLDO DALTRO;S/N;;VL MANCHESTER;11895335624;N
ROBERTA PRADO ALMEIDA;14/10/1965;11111111908;São Paulo;RUA TIUBA;S/N;;VL MANCHESTER;11997574377;N
MARCÍLIO CARVALHO;01/11/1979;11111111333;São Paulo;RUA ADOLFO LIMA BARROS;S/N;;VL MANCHESTER;11961602964;N
ANDRE DE LUCCA VENTURINI;23/04/1978;11111111493;São Paulo;RUA JOSE ATALIBA ORTIZ;32;;VL MANGALOT;11911999764;S
CHAIM WITZ;25/08/1949;11111111111;São Paulo;RUA SOLD JOSE VICENTE DE PAULA;196;;VL MARIA;11933436067;S
RUBENS WAGNER CALVO;15/08/1954;11111111916;São Paulo;RUA MOREIRA DE VASCONCELOS;196;;VL MARIA;11997254217;N
EDSON ALMEIDA DA SILVA;10/08/1959;11111111964;São Paulo;RUA ANDARAI;755;;VL MARIA;11995333257;N
ZENÃO DE CITIO;31/10/1962;11111111153;São Paulo;AV BENEDITO ESTEVAO DOS SANTOS;1227;;VL MARIA;11963580004;N
LUCIANA CRUDE;21/01/1986;11111111330;São Paulo;AV ALBERTO BYINGTON;496;;VL MARIA;11962533024;N
BRENNER NASCIMENTO DE JESUS;12/12/2002;11111111588;São Paulo;RUA SANTA FE DO SUL;288;;VL MARIA;11917580133;N
ARISTÓBULO RODRIGUES;12/05/1963;11111111132;São Paulo;RUA ARARITAGUABA;454;;VL MARIA BAIXA;11963537584;S
TADDEO DI BARTOLO;02/10/1968;11111111279;São Paulo;RUA PDE ALARICO ZACARIAS;S/N;;VL MARIA LUIZA;11978344044;S
WILSON JAMBERG;15/05/1972;11111111926;São Paulo;RUA CONCEICAO VELOSO;S/N;;VL MARIANA;11996854017;S
FABIO AUGUSTO RIGATTO;24/04/1979;11111111314;São Paulo;RUA FRANCA PINTO;S/N;;VL MARIANA;11967493344;S
NERI DI BICCI;18/10/1987;11111111258;São Paulo;RUA AFONSO CELSO;1426;;VL MARIANA;11984854464;N
SIMONE GENEROSO DE ANDRADE SOUZA;15/01/1989;11111111360;São Paulo;RUA ECA DE QUEIROZ;374;;VL MARIANA;11953232424;N
EDMAR SILVA;07/11/1994;11111111960;São Paulo;RUA GANDAVO C/ NAPOLEAO DE BARROS;S/N;;VL MARIANA;11995493337;N
ANDRÉ LUIZ COSTA DE OLIVEIRA;21/07/2003;11111111481;São Paulo;RUA SINANDUVA;504;;VL MARIETA;11915720004;S
ALFREDO ALVES CAVALCANTE;19/04/1975;11111111433;São Paulo;RUA PROF BRITO MACHADO;196;;VL MASTROCOLA;11930600964;N
CECILIA AMARAL LOTUFO;17/09/1971;11111111685;São Paulo;AV MELCHERT;1515;;VL MATILDE;11947652073;S
CLEOMENES ANTUNES JÚNIOR;14/04/1990;11111111740;São Paulo;RUA CAP JOSE LEITE;723;;VL MATILDE;11964703173;N
DALTON SILVANO DO AMARAL;25/09/1999;11111111785;São Paulo;RUA DURVALINA;2;;VL MATILDE;11978654073;S
MELISO DE SAMOS;25/07/1942;11111111143;São Paulo;RUA QUEDAS;567;;VL MAZZEI;11963559804;S
CLAUDIO SIDNEI RIBEIRO;12/10/1983;11111111734;São Paulo;RUA MANOEL GAYA;S/N;;VL MAZZEI;11962843053;S
BRUNNA POTAME;26/01/1986;11111111606;São Paulo;RUA ARAGAO;S/N;;VL MAZZEI;11923160493;S
BOCCACCIO BOCCACCINO;03/02/1971;11111111184;São Paulo;RUA GEOLANDIA;S/N;;VL MEDEIROS;11943655944;S
ELISABETH DE ALMEIDA;04/03/1999;11111111562;São Paulo;RUA POVOADO DO RIO NOVO;15;;VL MIRANTE;11909519613;N
DURANTE ALBERTI;04/05/1954;11111111206;São Paulo;RUA ANTONIO GOMES DE OLIVEIRA;458;;VL MIRIAN;11890815504;N
MARIA DO CARMO SILVA;02/03/1973;11111111673;São Paulo;RUA RAINHA DAS MISSOES;1;;VL MISSIONARIA;11943931833;S
DENILSON RIBEIRO DOS SANTOS;01/01/1956;11111111828;São Paulo;RUA QUILOMBO DO AMBROSIO;S/N;;VL MONTE SANTO;11991984933;S
EDNA OLIVEIRA DE BRITO;06/03/1969;11111111843;São Paulo;RUA GUINLE C/ FREDERICO V MARTIUS;95;;VL MONUMENTO;11996635233;S
PARMÊNIDES DE ELEA;09/09/1949;11111111144;São Paulo;RUA DIVINOPOLIS C/ NSA DA SAUDE;234;;VL MORAES;11963561824;S
CARLA REGINA FERREIRA DOS SANTOS;01/02/1989;11111111669;São Paulo;RUA CEL FAWCETT C/ EVOLUCAO;833;;VL MORAES;11942691753;S
MARCEL LACERDA SOFFNER;26/10/1994;11111111758;São Paulo;RUA MARIA LUCIA DUARTE;35;;VL MUTINGA;11970283533;N
FRANCESCO MORONE;21/02/1958;11111111218;São Paulo;RUA CINCO DE JULHO;7;;VL NAIR;11887215264;N
ANDREIA MARQUETE PASSOS;17/02/1994;11111111484;São Paulo;RUA DONA LEOPOLDINA;243;;VL NAIR;11914789944;N
DOUGLAS SAMOEL FONSECA;10/05/1967;11111111867;São Paulo;RUA MADRE LUISA DOS ANJOS;25;;VL NHOCUNE;11999215197;S
MARCELO DOURADO COELHO;19/03/1976;11111111933;São Paulo;RUA SAO VITORIO;79;;VL NHOCUNE;11996573877;S
CRISTIANO SOARES DA FONSECA;25/09/1999;11111111774;São Paulo;RUA MOINHO VELHO;770;;VL NIGRI;11975243853;N
FRANCIABIGIO DE SOUZA;26/07/1975;11111111221;São Paulo;RUA DR CARLOS BASTOS ARANHA;420;;VL NILO;11886315204;N
SIMONE ABRANTES SALATINO;19/07/1995;11111111361;São Paulo;RUA GLICERIO RODRIGUES;S/N;;VL NORMA;11952922404;N
SINVAL LOPES RIBEIRO;11/07/1959;11111111293;São Paulo;RUA AUGUSTO GIL;207;;VL NOVA CACHOEIRINHA;11974003764;N
SANDRO BOTTICELLI;02/11/1972;11111111273;São Paulo;RUA JUARANA C/ DO CANAVIAL;45;;VL NOVA CACHOEIRINHA;11980204164;N
CASSIO ROBERTO DOS REIS MARQUES;16/04/1983;11111111680;São Paulo;RUA MARCOS LOPES C/ SILVANIA;345;;VL NOVA CONCEICAO;11946101973;S
JOÃO BATISTA CAMILO;22/02/1995;11111111638;São Paulo;RUA ANANAI;241;;VL NOVA CURACA;11933081133;S
EDINALVA NUNES DE JESUS;09/05/1979;11111111955;São Paulo;RUA ARI DA ROCHA MIRANDA;S/N;;VL NOVA GALVAO;11995693437;S
ANTHONY FRANK IOMMI;19/02/1948;11111111131;São Paulo;RUA FRANCISCO DE OLIVEIRA BRAGA;13;;VL NOVA GRANADA;31943445421;S
RICARDO DA ROCHA BORTOLETTO;01/05/1979;11111111751;São Paulo;RUA MERE MARIE ANNAIS DO SION;S/N;;VL NOVA MAZZEI;11968113393;N
COSIMO ROSSELLI;10/05/1970;11111111192;São Paulo;RUA MAL MARQUES PORTO;S/N;;VL NOVA YORK;11919495784;N
ROBERTA PINTO GRABERT;17/05/1961;11111111907;São Paulo;RUA BALUARTE;514;;VL OLIMPIA;11997614397;N
CICERO EDINALDO DE MENEZES;04/07/1996;11111111712;São Paulo;RUA HELION POVOA;165;;VL OLIMPIA;11956022613;S
VALDENY SILVA;12/12/2002;11111111587;São Paulo;RUA JOAO CACHOEIRA C/ DR F HAIDAR;1643;;VL OLIMPIA;11917270113;N
LUIS GUILHERME BRUNETTA FONTENELLE DE ARAÚJO;30/09/1977;11111111116;São Paulo;RUA CLAUDIO FERREIRA MANOEL;29;;VL OLIVIERI;21978554344;S
ANDRÉ LUIZ DE OLIVEIRA;18/03/1978;11111111488;São Paulo;RUA MIN SALGADO FILHO;485;;VL ORATORIO;11913549864;N
IZAIAS DE SOUSA BOHLHARTER;12/12/2002;11111111617;São Paulo;RUA BENEDITO GUEDES DE OLIVEIRA;450;;VL PALMEIRAS;11926570713;S
SAMUEL JOSÉ DA SILVA;03/06/1954;11111111877;São Paulo;RUA MARIA DO CARMO SENE;S/N;;VL PAULICEIA;11998814997;S
ANTONIO MOREIRA RAMOS;15/07/1977;11111111515;São Paulo;RUA MIGUEL GARCIA;354;;VL PAULISTANIA;11905179324;S
DANIEL ANNENBERG;19/07/1975;11111111790;São Paulo;RUA ANTONIO FONTOURA XAVIER;S/N;;VL PAULO SILAS;11980204173;S
EDSON TEIXEIRA;19/02/1969;11111111969;São Paulo;RUA ANTONIO BARTOLOMEU;S/N;;VL PERUS;11995133157;S
ANDERSON CAMARGO SANTOS;08/04/1978;11111111463;São Paulo;RUA FLOR CACHOEIRA E S DO TEIXEIRA;48;;VL PIAUI;11921300364;N
LAURA GASBARRO MARQUES;22/04/1962;11111111894;São Paulo;RUA BARAO DO BANANAL C COARI;1865;;VL POMPEIA;11998134657;N
MARIA DAS DORES ALVES SILVA;04/09/1972;11111111862;São Paulo;RUA TAVARES BASTOS;901;;VL POMPEIA;11999415297;S
EDITH FERREIRA DE SOUZA OLIVEIRA;09/08/1981;11111111958;São Paulo;RUA MIN FERREIRA ALVES C/ TUCUNA;340;;VL POMPEIA;11995573377;S
WILLIAM BRUCE ROSE JR.;06/02/1962;11111111136;São Paulo;RUA AGENOR DE BARROS;S/N;;VL PONTE RASA;11978594849;S
DIÓGENES O CÍNICO;15/10/1977;11111111138;São Paulo;RUA THEREZA MAIA PINTO;S/N;;VL PRELL;11963549704;S
AGENOR DE MIRANDA ARAÚJO NETO;04/04/1958;11111111118;São Paulo;AV MONS AGNELO;305;;VL PROGRESSO;21968734532;S
ROGERIO TABET DE OLIVEIRA;29/10/1965;11111111938;São Paulo;RUA INAJA GUACU;S/N;;VL PROGRESSO;11996373777;N
CAMILA DE AGUIAR;05/11/2002;11111111633;São Paulo;RUA CRIUVA;12E;;VL PROGRESSO;11931531033;N
AMBROGIO BERGOGNONE;30/09/1958;11111111159;São Paulo;RUA JOSE ZAPPI;S/N;;VL PRUDENTE;11963592124;N
LUIZ FERNANDO MONTEIRO BORBA;09/12/1967;11111111697;São Paulo;RUA SECUNDINO DOMINGUES;770;;VL PRUDENTE;11951372313;S
CRISTIANE DAMO BERNART;26/03/1983;11111111768;São Paulo;RUA SILVA COUTINHO;S/N;;VL PRUDENTE;11973383733;S
ALBERTO SCHWITZER SHIE;19/05/1987;11111111411;São Paulo;RUA DOMINGOS DA FONSECA;321;;VL PRUDENTE;11937421404;N
DIOGO RIBEIRO DA LUZ;06/08/1982;11111111852;São Paulo;AV AUGUSTO ANTUNES;S/N;;VL RAMOS;11999425413;N
FRA FILIPPO LIPPI;10/12/1949;11111111212;São Paulo;RUA MUNICIPAL;19;;VL RE;11889015384;N
ADILSON PEREIRA DOS SANTOS;04/08/1962;11111111383;São Paulo;RUA ALBINO CORREA DE CAMPOS;S/N;;VL REMO;11946101964;N
LETÍCIA SOUZA DOS SANTOS;28/11/1980;11111111702;São Paulo;RUA ITAPAROQUERA;S/N;;VL REMO;11952922413;N
LEVI VIEIRA SERRA;11/11/1991;11111111929;São Paulo;AV MORAIS COSTA;1050;;VL REUNIDAS;11996733957;S
DEYVISON ERIK GASPAR;06/05/1969;11111111835;São Paulo;RUA PROF ALZIRA DE O GILIOLI;1817;;VL RICA;11994155073;S
CARLOS EDUARDO SILVA DOS SANTOS;06/07/1971;11111111660;São Paulo;RUA SPENCER VAMPRE;454;;VL RICA;11939901573;S
CLEBER VALADÃO ANTUNES;16/02/1994;11111111747;São Paulo;RUA ALFARO;S/N;;VL RICA;11966873313;S
ANTONIO DOS SANTOS;31/01/1966;11111111366;São Paulo;RUA FRANCISCO SOUZA QUEIROZ;92;;VL RIO BRANCO;11951372304;N
DOUGLAS DE JESUS BALBINO;09/06/1970;11111111863;São Paulo;RUA SILVEIRA RODRIGUES C/ MARIO;38;;VL ROMANA;11999375277;N
AGUINALDO PIRES GALVAO;01/10/1994;11111111288;São Paulo;RUA SEPETIBA;510;;VL ROMANA;11975553864;N
JOSÉ IVANILDO DE MELO;11/11/1999;11111111573;São Paulo;RUA FABIA C AURELIA;701;;VL ROMANA;11912929833;S
DANILO ERRERIA CORTEZ DE SOUZA;24/07/1999;11111111802;São Paulo;AV DA JUSTICA;3;;VL RUI BARBOSA;11983924413;N
CLAUDINEI ALEXANDRE PIRES;16/10/1958;11111111848;São Paulo;RUA GEOLANDIA;1236A;;VL SABRINA;11998185333;S
COURTNEY MICHELLE HARRISON;09/07/1964;11111111140;São Paulo;RUA COMBATE LAGOA BRANCA;S/N;;VL SABRINA;21958647395;N
ATAIDE ROBERTO DA SILVA JUNIOR;21/07/1979;11111111533;São Paulo;RUA ENEAS DE BARROS;425;;VL SANTANA;11900529033;S
ANA PAULA DE SOUZA PASSOS;16/12/1978;11111111457;São Paulo;RUA ERNESTO GIULIANO;23;;VL SAO CARLOS;11923160484;S
ADAIL LEITE DA SILVA;03/05/1982;11111111374;São Paulo;RUA CAMARGO LEME;S/N;;VL SAO GERALDO;11948892144;S
ADRIANA MARIA DA SILVA;30/01/1989;11111111390;São Paulo;PC JOSE SCHUNCH;325;;VL SAO JOSE;11943931824;S
ADRIANA SOUZA DOS SANTOS PEREIRA;03/08/1995;11111111391;São Paulo;RUA OLIVEIRA MELO;779;;VL SAO JOSE;11943621804;S
CRISTIANA LELES SAMPAIO;10/05/1995;11111111776;São Paulo;RUA ARACARANA;S/N;;VL SAO JOSE;11975863893;N
JEFERSON DA SILVA MATTOS;08/05/1974;11111111927;São Paulo;PC ALEXANDRE N AKSAKOF;777;;VL SAO PEDRO;11996813997;N
MARLI APARECIDA ANSELMO;05/08/1978;11111111898;São Paulo;AV ANTONIO BERNARDO SILVESTRE;S/N;;VL SAO SILVESTRE;11997974577;S
CINTIA MONTEIRO OLIVEIRA DA SILVA;05/07/1974;11111111718;São Paulo;RUA PASTORIL DE ITAPETINGA;12;;VL SILVIA;11957882733;S
MARIA APARECIDA PINTO;05/05/1992;11111111716;São Paulo;RUA HELIO VESSONI;95;;VL SINHA;11957262693;S
BRUNA LUIZA NOGUEIRA LIMA;26/04/1987;11111111596;São Paulo;RUA SALVADOR LIGABUE;431;;VL SIQUEIRA;11920030293;S
ARNOR BARBOSA DOS SANTOS;07/04/1997;11111111526;São Paulo;RUA FREI CANISIO;S/N;;VL SOFIA;11901769104;S
RENATO MANFREDINI JÚNIOR;27/03/1960;11111111114;São Paulo;AV GAL FRANCISCO MORAZAN;S/N;;VL SONIA;21960042112;N
CAIO CESAR DE OLIVEIRA;11/05/1987;11111111626;São Paulo;RUA IBIAPABA;S/N;;VL SONIA;11929360893;N
SIDNEY LUIZ DA CRUZ;16/02/1983;11111111941;São Paulo;RUA HELADE;S/N;;VL STA CATARINA;11996253717;N
EDSON NUNES CHICÓ;16/02/1989;11111111699;São Paulo;RUA MONTE ALVERNE;S/N;;VL STA EULALIA;11951992353;S
ALEXANDRE DE ALCANTARA;30/04/1972;11111111896;São Paulo;RUA PIRAMBOIA;463;;VL STA IZABEL;11998054617;S
CLOVIS PEREIRA JURADO;25/09/1999;11111111743;São Paulo;RUA CARMELO CALI;S/N;;VL STA LUCIA;11965633233;N
FARROKH BULSARA;05/09/1946;11111111113;São Paulo;RUA TOMAZ ANTONIO VILANE;417;;VL STA MARIA;11972239533;N
JOÃO FRANCISCO PAIVA AVELINO;29/06/1972;11111111700;São Paulo;RUA PROF LOURIVAL GOMES MACHADO;S/N;;VL STA TEREZINHA;11952302373;N
JOSÉ AIRTON FERREIRA DAS NEVES;08/10/2003;11111111408;São Paulo;RUA TERRA BRASILEIRA;S/N;;VL SUICA;11938351464;N
ADILSON DE MEDEIROS PAULINO;23/06/1967;11111111872;São Paulo;RUA BENTO QUIRINO;399;;VL TALARICO;11999015097;N
DAVIDE GHIRLANDAIO;10/04/1967;11111111196;São Paulo;RUA JOSE JOAQUIM SEABRA;S/N;;VL TIRADENTES;11907415704;S
BATTISTA DOSSI;07/07/1953;11111111175;São Paulo;RUA NUBIA;S/N;;VL TOLSTOI;11970836124;S
CARLOS ALBERTO FABRINI;17/04/1972;11111111661;São Paulo;RUA BELA VISTA;602;;VL UNIAO;11940211593;S
ANDREA DE PAULA SANTOS;17/09/1976;11111111470;São Paulo;AV CEL JOSE PIRES DE ANDRADE;466;;VL VERA;11919130224;S
ANTIFON O SOFISTA;05/03/1948;11111111128;São Paulo;RUA BARAO DE GODOFREDO;S/N;;VL VERDE;11963529504;N
AIRTON LOPES DE SOUZA;18/07/1991;11111111407;São Paulo;RUA FLOR DE SANTA CRUZ;55;;VL VERDE;11938661484;N
CELSO BENEDITO DA ROCHA;31/01/1977;11111111693;São Paulo;RUA VIGARIO DE GODOY;11;;VL ZATT;11950132233;N
ROGER KEITH BARRETT;06/01/1946;11111111129;São Paulo;RUA JOSE DOS REIS;909;ap 1202;VL ZELINA;31985102934;S
CARLOS CORDIOLLI DE OLIVEIRA;07/07/1967;11111111658;São Paulo;RUA INHAGAPI C/ MANAIAS;275;;VL ZELINA;11939281533;N
JOÃO VIANELLE PINTO;19/10/2002;11111111684;São Paulo;RUA SAO LUIS DO PARAITINGA;24;;VL ZELINA;11947342053;S
ANTONIO REVELIN;29/07/1960;11111111365;São Paulo;AV ANTONELO DA MESSINA;S/N;;VL ZILDA;11951682324;N
